freq,a1_f2,a2_f2,a3_f2,a4_f2,a5_f2,a6_f2,a1_f4,a2_f4,a3_f4,a4_f4,a5_f4,a6_f4
1.4791083881682072,0.046808492,0.09573939,464.80188,0.16595028,502.36575,330.3739,0.19193436,0.059641432,304.07996,0.014099204,360.25006,50.13836
1.513561248436208,0.0449631,0.095941894,465.5887,0.16923831,504.58618,327.78702,0.1985223,0.05712362,304.9086,0.016807165,360.9197,50.13126
1.5488166189124812,0.042990595,0.096136816,466.26984,0.17259583,506.63138,324.9095,0.20508094,0.054619443,305.69617,0.019998819,361.64117,50.125534
1.5848931924611134,0.040893245,0.09632138,466.80734,0.17599793,508.5208,321.7487,0.21153942,0.052149523,306.4239,0.02372931,362.41577,50.121204
1.6218100973589298,0.038665853,0.096497536,467.1811,0.17943723,510.24237,318.27005,0.21778633,0.049742095,307.089,0.02805351,363.24588,50.11829
1.6595869074375604,0.03629576,0.09666852,467.372,0.18292674,511.79434,314.4138,0.22372095,0.047414657,307.69165,0.033046234,364.1386,50.116837
1.6982436524617444,0.033775527,0.096837245,467.3547,0.18648286,513.17773,310.1105,0.22922629,0.045183823,308.23074,0.038788594,365.103,50.116955
1.7378008287493754,0.031103099,0.097006135,467.0891,0.19010492,514.3581,305.28003,0.23409462,0.04309259,308.6834,0.04529223,366.14203,50.118927
1.7782794100389228,0.028283272,0.097177066,466.5127,0.19375852,515.2374,299.83005,0.2379682,0.04122807,308.98993,0.052377917,367.24384,50.123325
1.8620871366628675,0.022311728,0.097532816,464.1537,0.20128797,516.17163,286.64633,0.24200144,0.038209107,309.18658,0.0681185,369.68997,50.141953
1.9054607179632472,0.019248882,0.0977205,462.16663,0.20525289,516.2912,278.66882,0.24177344,0.037066992,309.10162,0.07666376,371.07483,50.15847
2.0417379446695296,0.010840905,0.09830975,451.19592,0.21896262,516.5214,248.7846,0.23087138,0.0351328,309.36142,0.10411348,376.2609,50.266678
2.1379620895022327,0.0076292492,0.098609135,440.73407,0.23006406,520.0008,230.68634,0.22045945,0.034631196,314.16037,0.121602006,380.51086,50.408184
2.187761623949553,0.006577908,0.09872399,434.87573,0.23596723,522.9042,223.03262,0.21515411,0.03450952,317.94534,0.12955806,382.8139,50.50717
2.23872113856834,0.005768749,0.0988198,428.64435,0.24200597,526.52454,216.2304,0.20982331,0.0344446,322.39597,0.13693404,385.23022,50.62992
2.2908676527677736,0.005142095,0.09889894,422.09656,0.24810478,530.8029,210.2197,0.20450689,0.034415796,327.3341,0.14370255,387.75168,50.780502
2.344228815319923,0.0046554273,0.09896345,415.31116,0.25420055,535.643,204.93405,0.19927293,0.034399595,332.61395,0.14986378,390.36844,50.963406
2.3988329190194912,0.004278375,0.09901494,408.37473,0.26023173,540.9585,200.31294,0.19417162,0.034375902,338.09686,0.15542254,393.06934,51.18327
2.454708915685031,0.0039890166,0.099054694,401.37585,0.26614124,546.6739,196.30135,0.1892367,0.034327757,343.6562,0.16038796,395.84296,51.444805
2.511886431509581,0.0037753442,0.09908231,394.49402,0.27177116,552.6156,192.88116,0.18456227,0.034220573,349.0235,0.16473334,398.64343,51.74857
2.5703957827688635,0.003628035,0.099097654,387.88318,0.27699524,558.6466,190.02826,0.18020216,0.034028564,353.9942,0.16844468,401.42984,52.09321
2.6302679918953813,0.0035359713,0.0991021,381.54938,0.28184775,564.7975,187.67857,0.17609468,0.033757728,358.6081,0.17156869,404.21387,52.482414
2.691534803926915,0.0034916454,0.09909659,375.48856,0.28636345,571.10175,185.77687,0.17218289,0.033413716,362.90527,0.17415355,407.0111,52.920868
2.7542287033381663,0.0034902664,0.09908154,369.6892,0.29057702,577.59656,184.27577,0.16841374,0.033001762,366.92493,0.17624702,409.84073,53.41462
2.8183829312644537,0.0035291396,0.09905704,364.13367,0.2945232,584.323,183.13446,0.16473754,0.032526728,370.7052,0.17789643,412.72592,53.971558
2.9512092266663856,0.003725398,0.09897827,353.66138,0.30175364,598.65674,181.7958,0.15747671,0.031404834,377.69177,0.18004566,418.77747,55.31949
3.019951720402016,0.0038854524,0.09892242,348.6899,0.3051086,606.3711,181.54199,0.15380296,0.030765772,380.96664,0.18063313,422.01376,56.141766
3.0902954325135905,0.0040878067,0.09885504,343.8843,0.30832738,614.4877,181.5154,0.15003791,0.030092737,384.12317,0.18099958,425.44623,57.089012
3.1622776601683795,0.004324914,0.098779365,339.40143,0.31131023,622.8102,181.65303,0.14617786,0.029463187,387.11066,0.18138826,429.0892,58.165848
3.2359365692962827,0.0045965645,0.09869715,335.40173,0.3138878,631.1437,181.95918,0.14228329,0.028944591,389.89447,0.18195751,432.92728,59.368412
3.311311214825911,0.0049026087,0.098609105,331.90323,0.31608868,639.4132,182.39879,0.13836575,0.028537406,392.5208,0.18280813,436.9923,60.71266
3.3884415613920256,0.005240324,0.098516606,328.92175,0.31794316,647.5358,182.93437,0.13444082,0.028243495,395.02087,0.18403462,441.3058,62.212147
3.4673685045253166,0.005611717,0.09841986,326.4335,0.31948742,655.5149,183.54637,0.13050231,0.028056378,397.43146,0.18569636,445.91217,63.891533
3.548133892335755,0.006019649,0.09831878,324.36774,0.32074726,663.4288,184.24612,0.12663223,0.027944058,399.66486,0.18774389,450.77295,65.73371
3.630780547701014,0.0064672627,0.0982134,322.67596,0.32175195,671.3295,185.0346,0.12287462,0.027885286,401.68533,0.19017668,455.87732,67.72676
3.715352290971726,0.006957957,0.09810379,321.3305,0.3225343,679.2432,185.90257,0.119240895,0.027868727,403.50516,0.1930445,461.2483,69.87246
3.981071705534973,0.008709639,0.097751245,318.79996,0.32394153,703.6044,188.94444,0.10945253,0.02787443,407.64557,0.20436358,478.8194,77.02545
4.073802778041128,0.009369928,0.097626254,317.9139,0.32429075,712.4227,190.14597,0.10689686,0.027750453,408.30685,0.20851725,484.65247,79.307205
4.168693834703355,0.010064034,0.09749736,316.81592,0.32463318,721.8388,191.46721,0.104770966,0.027516423,408.49048,0.2127041,490.28894,81.3461
4.265795188015928,0.010791408,0.09736424,315.41888,0.3249871,732.0022,192.92636,0.10309994,0.027152235,408.12637,0.21687123,495.6488,83.025406
4.365158322401661,0.011550449,0.09722657,313.62555,0.32537034,743.067,194.54492,0.10192068,0.026637284,407.12646,0.22094245,500.63525,84.22174
4.466835921509633,0.0123382285,0.09708391,311.32962,0.32579938,755.18304,196.34732,0.10128146,0.025952308,405.3838,0.22481352,505.1371,84.81708
4.570881896148752,0.013152554,0.09693536,308.40878,0.32628837,768.5314,198.3683,0.1012443,0.025078518,402.75604,0.22835864,509.0396,84.70853
4.677351412871981,0.013990075,0.0967797,304.72754,0.32684878,783.2843,200.6488,0.10189084,0.023999924,399.06555,0.23140544,512.2084,83.81927
4.786300923226383,0.0148466015,0.09661518,300.139,0.32748702,799.6034,203.24168,0.10332836,0.022706434,394.0833,0.23373754,514.5022,82.118065
4.897788193684462,0.01571735,0.09643943,294.4887,0.32820135,817.6253,206.21802,0.10570083,0.021196382,387.5113,0.2350905,515.7808,79.63382
5.011872336272722,0.016596083,0.0962491,287.62592,0.32897854,837.41504,209.6697,0.10919992,0.019479547,378.9782,0.23512924,515.8994,76.46466
5.1286138399136485,0.017474752,0.0960395,279.4281,0.3297878,858.9074,213.71693,0.11408227,0.017580604,368.04108,0.23344013,514.7168,72.78215
5.248074602497725,0.018379975,0.09581088,270.49396,0.33049002,880.5996,218.18393,0.12021893,0.015663257,355.23926,0.23037727,512.7498,69.18227
5.370317963702527,0.019320495,0.09557997,262.5345,0.33107755,899.35425,222.20387,0.12605634,0.0140827885,343.6186,0.22827895,512.05383,66.71625
5.495408738576245,0.020262338,0.095349245,255.63159,0.33163375,915.2197,225.65239,0.13130835,0.0127762845,333.45312,0.22718482,512.59186,65.06622
5.62341325190349,0.021207543,0.09511775,249.62244,0.33210906,928.6435,228.56099,0.13596421,0.011686009,324.56857,0.22688073,514.21533,63.98684
5.7543993733715695,0.022158504,0.09488433,244.3693,0.33245733,940.0084,230.95462,0.14002356,0.010766808,316.77725,0.22719394,516.811,63.326214
5.88843655355589,0.023117894,0.09464768,239.75706,0.33263475,949.6373,232.85187,0.14349338,0.00998329,309.89822,0.22798184,520.2923,62.989258
6.025595860743578,0.024088597,0.09440636,235.69002,0.33259934,957.8005,234.26471,0.14638571,0.009307582,303.76678,0.22912557,524.59424,62.91676
6.165950018614822,0.02507383,0.094158694,232.08894,0.33230916,964.7233,235.19905,0.14871565,0.008717623,298.23737,0.23052403,529.6679,63.07328
6.309573444801933,0.026077116,0.09390294,228.8883,0.33172172,970.594,235.65465,0.15049937,0.008195846,293.18414,0.23208971,535.478,63.440052
6.606934480075961,0.028154222,0.09335907,223.48001,0.32947534,979.7824,235.10039,0.15249288,0.0073031755,284.09067,0.23542044,549.21533,64.788666
6.760829753919819,0.0292377,0.093065314,221.18915,0.32771945,983.3434,234.06178,0.15273327,0.006911486,279.87854,0.23704825,557.1136,65.78595
6.918309709189366,0.030358883,0.09275224,219.12924,0.32546988,986.347,232.4871,0.15248695,0.006545428,275.7954,0.23856546,565.6882,67.02313
7.07945784384138,0.03152467,0.092415266,217.27359,0.32266584,988.873,230.34857,0.15176451,0.006198702,271.7837,0.23990741,574.9342,68.529205
