station_id,station_latitude,station_longitude,dataRegion,Division,Province,Section,GeoUnit,basin_label_vec,bouguer,vs30,vs30_code_id,basin_label,regional_label_v3,vs_F0_100,vs_F0_126,vs_F0_158,vs_F0_200,vs_F0_251,vs_F0_316,vs_F0_398,vs_F0_501,vs_F0_631,vs_F0_794,vs_F1_000,vs_F1_259,vs_F1_585,vs_F1_995,vs_F10_000,vs_F12_589,vs_F15_849,vs_F19_953,vs_F2_512,vs_F3_162,vs_F3_981,vs_F5_012,vs_F6_310,vs_F7_943,rg_F0_100,rg_F0_126,rg_F0_158,rg_F0_200,rg_F0_251,rg_F0_316,rg_F0_398,rg_F0_501,rg_F0_631,rg_F0_794,rg_F1_000,rg_F1_259,rg_F1_585,rg_F1_995,rg_F10_000,rg_F12_589,rg_F15_849,rg_F19_953,rg_F2_512,rg_F3_162,rg_F3_981,rg_F5_012,rg_F6_310,rg_F7_943,physio_name,LargeGroup,region_name,region_level,region_id
4370,36.2489,-119.8551,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-44.8799019,223.97,3,4,84,-9999.0,1.748302,1.68739725,1.967917438,1.825545674,2.263806533,2.026639124,2.158830684,2.048724916,1.851373889,1.569773542,1.428461843,1.060753301,1.438258916,0.621362701,0.285430156,0.160255296,0.270715453,0.782346897,0.868683857,0.642007013,0.642682976,0.849953254,0.82353552,-9999.0,1.90615026,1.871525947,1.988840054,1.932727293,2.310607953,2.091236925,2.205101838,2.192758408,1.98251998,1.721616829,1.412619637,1.033508795,1.476226651,0.686263839,0.386078435,-0.103143962,-0.275523702,0.790754754,0.817437546,0.549780602,0.496025996,0.692385322,0.784987107,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4371,36.2513,-119.8008,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-44.2756004,224.176,3,4,84,0.520179286,1.278195836,1.274127194,1.314872749,1.570421533,1.923737941,1.671613967,1.747188647,2.034762167,1.439403942,1.681855051,1.5860054,1.227751425,1.510492167,0.153406145,-0.323177442,-0.43168012,-0.41357998,0.799904637,0.938805376,1.135700693,1.462589159,0.954892449,0.895196675,1.036802235,1.501836227,1.53040951,1.42433473,1.664821205,1.973101827,1.747465144,1.803125575,2.168626857,1.571575737,1.833850455,1.564795681,1.194748164,1.533001914,0.199756589,-0.194334543,-0.659722676,-0.934176675,0.819891854,0.874341646,1.036451677,1.277472019,0.799040805,0.827844712,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4372,36.2576,-119.7203,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-44.0327988,224.303,3,4,84,-9999.0,-9999.0,0.868583525,1.405833532,1.632152035,1.845405205,1.837594875,1.702746763,1.67849874,1.534787898,1.486774967,1.552514463,1.091922461,0.928548086,0.373609409,0.031090587,-0.053893958,-0.154097783,1.437785719,1.171092685,0.764828291,0.575344919,0.603960456,0.286957623,-9999.0,-9999.0,1.203110094,1.43690159,1.749223657,1.901185059,1.901394472,1.756968845,1.816457763,1.668255664,1.640498322,1.536462201,1.065967502,0.97726151,0.415717585,0.159508353,-0.298638658,-0.677509083,1.464820298,1.127912812,0.667984928,0.424357126,0.469994765,0.257431726,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4373,36.279,-119.6374,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-39.462101,225.689,3,4,84,-9999.0,1.403193059,1.335586764,1.105648807,1.257821027,1.652260342,1.690292156,1.389035958,1.496981274,1.296517859,0.990613997,0.924804498,1.255423089,1.003228306,0.345021639,0.48507579,0.04785024,-0.156224958,0.714689346,1.182040315,0.701254791,0.506085548,0.746328996,0.361202847,-9999.0,1.629074509,1.561800782,1.229622027,1.444622104,1.784044768,1.761529496,1.471524372,1.633839025,1.408121109,1.152231651,0.874740002,1.184222875,1.012748615,0.311751295,0.473670801,-0.237668067,-0.724720142,0.658372514,1.013835844,0.527830894,0.282881153,0.497896421,0.225438433,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4374,36.286,-119.5661,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-31.0021992,224.556,3,4,84,-9999.0,0.770574387,0.700139961,1.007653977,1.421799174,1.456768856,1.311042278,1.72025812,1.390282219,1.312417475,0.89623166,0.637122426,0.490069724,0.9099999,0.139989637,-0.315975468,-0.106531061,-0.240442422,0.885872123,0.557671453,1.147658933,0.535017577,0.252578038,0.249055607,-9999.0,0.968943178,0.954743034,1.108240214,1.538692315,1.514898152,1.381245534,1.767892758,1.531481931,1.443854508,1.063915085,0.622342269,0.472664131,0.949172047,0.200267385,-0.204157565,-0.342563746,-0.781887101,0.907661876,0.507878071,1.035379421,0.379374726,0.095978713,0.214714102,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4375,36.2984,-119.4891,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-36.0878983,225.991,3,4,84,-9999.0,-9999.0,-9999.0,0.666924106,1.406649125,1.647762491,1.361532099,1.507685521,1.1701373,1.021893402,1.251788044,0.88925533,0.918036064,0.851090177,0.531479453,0.214285947,0.321945473,0.520375627,1.102976408,1.235203154,0.550136555,1.188412124,0.672016524,0.270756949,-9999.0,-9999.0,-9999.0,0.787475691,1.521920128,1.691416551,1.438675178,1.563953356,1.318833676,1.16917898,1.404648582,0.88518208,0.88843781,0.90113849,0.610136042,0.339265413,0.098773733,-0.001766915,1.129291971,1.186156574,0.477206981,1.036532124,0.53651,0.244130243,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4376,36.31,-119.3423,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-40.4751015,227.453,3,4,84,0.428571746,0.526630444,0.544618298,1.245692501,0.843081229,0.969501139,0.402561673,0.927497962,1.096061859,0.489895209,0.967287591,0.753548751,0.517267898,0.858168718,1.340205505,0.515144398,0.315159128,0.395045856,1.044514812,0.880684787,1.22853117,1.418153794,1.32354363,1.136142694,1.010534687,0.810336412,0.789039592,1.286084988,0.977105276,1.039154757,0.500872477,0.988919489,1.254528813,0.631258296,1.13995038,0.741951541,0.494725672,0.906671699,1.321637918,0.622695999,0.067537729,-0.135893126,1.057554563,0.8202269,1.140285829,1.246645558,1.183548149,1.063191967,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4377,36.3183,-119.2741,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-41.1449013,225.962,3,4,84,0.310778826,0.670068591,0.612844389,0.637548985,0.749616588,1.726212567,1.114701403,0.531288098,0.779292783,1.094299055,1.002434566,0.887836881,0.887475427,1.247893853,1.224122302,0.836796109,0.819916343,0.78449683,1.432973035,0.744740431,1.002330704,0.980101268,0.784500662,1.016839473,0.724176129,0.880040089,0.883185343,0.719980898,0.894749031,1.789825391,1.180775767,0.617398233,0.929827946,1.235514947,1.164015965,0.863374156,0.846674519,1.275702766,0.989625511,0.747033925,0.410199719,0.1973005,1.444352739,0.688381538,0.890616391,0.821225113,0.617168839,0.81683734,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4378,36.3326,-119.1934,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,3,-43.7168999,227.381,3,3,84,0.323558853,0.397007234,-0.044769767,-0.169746045,-0.005840128,0.571017516,0.980843273,1.603572029,1.35423966,0.726509767,0.594315153,1.444456345,1.034944738,1.356812047,0.955783621,0.369551918,0.317409339,0.817978219,0.894669389,1.211082441,1.120943942,0.915332283,0.545935428,0.678083763,0.645696499,0.575273305,0.253840252,-0.091999664,0.12878989,0.62037356,1.032049945,1.621668181,1.471430855,0.850815036,0.731376542,1.395174831,0.999540248,1.358519422,1.004643626,0.509120018,0.095434358,0.295844204,0.900511401,1.153297564,0.993096411,0.727759589,0.404296068,0.639330791,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4379,36.5331,-120.1,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-47.4948006,223.315,3,4,84,-9999.0,1.152298504,1.292882377,1.221089083,1.469516628,1.764263184,1.587121219,1.518641779,1.743788536,1.582065294,1.360311087,1.566572705,1.680253837,1.344538826,-0.213398383,-0.281451781,-0.224903137,-0.207119368,1.509549033,1.041335886,1.490327567,1.090274465,0.649655358,0.529478343,-9999.0,1.413271243,1.522589709,1.331697811,1.601668015,1.829844256,1.664253465,1.57471378,1.865432649,1.7094965,1.50038244,1.53795425,1.624345198,1.354813258,-0.229811553,-0.200215161,-0.495910456,-0.738834516,1.501848656,0.959136013,1.333626471,0.881662483,0.463575698,0.401694738,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4380,36.0368,-119.3404,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-59.1203003,226.601,3,4,84,-9999.0,-9999.0,-9999.0,-9999.0,0.87640675,1.083955726,0.788838989,1.010753599,0.80635192,0.414776154,0.27092959,0.138149293,-0.015756441,-0.071295819,-0.449955115,-0.646824169,-0.806217893,-0.752972207,0.229696097,0.361802983,-0.128275625,-0.061674541,-0.255999932,-0.653860401,-9999.0,-9999.0,-9999.0,-9999.0,1.001652345,1.174483716,0.894327351,1.07742716,0.955822113,0.572048245,0.447662861,0.144811817,-0.031281625,-0.007640799,-0.351211969,-0.568726802,-1.02648482,-1.242231263,0.270368936,0.304194198,-0.201853633,-0.194057893,-0.380709963,-0.65049826,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4381,37.857,-121.573,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,2,-39.5983009,160.6,0,2,84,1.631594724,1.961909794,1.960179648,1.850662103,2.042664382,1.990217184,2.365066994,2.232807491,2.313939911,2.035288781,2.004977582,1.836090981,1.427324813,1.771119156,-0.837765269,-0.900860502,-0.485123705,-1.531032362,1.426630102,0.97915787,0.518252067,-0.349888529,-0.445590595,-1.089921347,1.681350747,1.909835572,1.971543399,1.776499947,2.039512173,1.970920835,2.359765296,2.223799455,2.400059084,2.115366988,2.123972673,1.788667457,1.352116325,1.747542474,-0.808379115,-0.808779401,-0.744052077,-2.100186616,1.403586986,0.871773526,0.379394025,-0.544121663,-0.636273291,-1.164430971,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4383,38.09247,-121.88494,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,2,-38.2503014,158.51,1,2,84,-9999.0,-9999.0,-9999.0,1.820461822,1.858702914,1.703572053,1.802666995,2.082196145,1.770869563,1.205606295,1.362049718,1.893411694,1.639157942,1.311166379,-0.822740315,-1.426799416,-1.738658357,-1.397499314,0.774461247,0.405827911,-0.113035636,0.153069778,-0.331294158,-0.710065217,-9999.0,-9999.0,-9999.0,1.576200816,1.748642085,1.55672539,1.639607221,1.887987217,1.682018958,1.056451016,1.239597327,1.19447026,1.168737645,0.993257326,-1.232168446,-1.535353553,-1.967221984,-1.861440121,0.455981647,0.049024567,-0.460797076,-0.230957487,-0.960745914,-1.156094747,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4384,38.0929,-121.885,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,2,-38.2503014,152.0,0,2,84,1.253602537,1.397009067,1.132379377,1.068495296,1.630314139,1.709733471,1.343793462,1.317242967,1.388855916,1.243154762,1.719902609,2.474374373,2.16127663,1.255614361,0.142172887,-1.084030251,-1.781874879,-1.344327731,0.417654727,0.408200949,-0.11137861,0.077301625,0.100817432,-0.21493791,1.273164622,1.269573453,1.096133523,0.923311914,1.545102732,1.639343404,1.323600454,1.285512499,1.474210816,1.301676731,1.802443876,2.374927573,2.052482964,1.217178737,0.095356732,-0.971662271,-1.986408942,-1.844419525,0.349875371,0.272568295,-0.276357698,-0.158461908,-0.126629502,-0.309311286,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4385,37.31064,-121.12073,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,2,-63.1180992,331.755,3,2,84,-9999.0,-9999.0,-9999.0,-9999.0,1.06909814,1.276725158,1.79500896,1.391589541,1.658331463,0.833106525,0.779506886,-0.032406938,0.00491333,0.163977911,-1.592740332,-1.946157382,-9999.0,-9999.0,-0.53487406,-0.577410583,-0.537246213,-0.772169134,-1.224814327,-1.36096354,-9999.0,-9999.0,-9999.0,-9999.0,1.279354215,1.43169529,1.919003276,1.528634926,1.909114154,1.143164348,1.165959635,0.14571014,0.142459331,0.249101091,-1.548917103,-1.844838394,-9999.0,-9999.0,-0.459939915,-0.608897699,-0.608849045,-0.895144341,-1.379571678,-1.393252824,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4386,38.5757,-121.4978,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-40.6409988,228.945,3,4,84,1.417636649,1.835652534,1.816476741,2.175653553,1.810254761,1.776846832,1.719336428,2.034910182,1.958259317,1.762536648,2.181559741,1.91737941,1.72086112,1.736261671,0.475768052,-0.38854258,-0.329365615,-0.560471036,1.332546375,1.375617658,1.225021582,1.1516135,0.852228252,0.83225323,1.693614221,1.968349349,1.969537109,2.168569124,1.934467787,1.841504127,1.792784077,2.074298797,2.090443122,1.870265348,2.306888938,1.88878094,1.667641209,1.748018504,0.474648066,-0.291775222,-0.615632931,-1.096977892,1.309513143,1.274444153,1.091941846,0.95105772,0.670177627,0.76388575,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4388,37.9381,-121.5968,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,2,-47.5825996,228.3,0,2,84,1.753153401,2.303499263,1.649785964,1.65077587,1.937483581,2.034949537,1.874628619,1.885088299,1.862642197,1.663340306,1.525895865,1.421226765,0.912811805,0.827436596,-0.746058081,-1.549955928,-2.132311304,-1.851228579,0.589416147,0.621678477,0.227802389,-0.332039693,-0.033214305,-0.630251807,1.82681547,2.278043084,1.710499815,1.613803223,1.985037648,2.054323216,1.916198447,1.912615492,1.986170116,1.790141159,1.665956342,1.397058078,0.880441085,0.847926787,-0.734986939,-1.470644326,-2.343372381,-2.291859762,0.595216551,0.541441219,0.106685904,-0.524492977,-0.212158204,-0.698909377,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4389,37.9749,-121.5813,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-47.8839989,191.5,11,4,84,0.960167934,1.757579882,1.82987437,1.960835999,1.921911132,2.083380867,2.271605389,2.377626701,2.217767194,2.156998231,2.201029783,2.515582513,2.87640112,1.827048706,-1.271121766,-9999.0,-9999.0,-9999.0,0.791355135,0.080155883,0.201742561,0.106062465,-0.744366048,-0.930452079,1.484947074,1.779395627,1.872029023,1.876839602,1.947115934,2.072404972,2.264064837,2.367767496,2.295677587,2.220774433,2.285805708,2.424152018,2.772564468,1.830383391,-1.196612303,-9999.0,-9999.0,-9999.0,0.733006026,-0.041083684,0.062159939,-0.094079318,-0.894634876,-0.967021072,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4390,37.9733,-121.5823,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-47.8839989,220.7,0,4,84,1.605326386,1.875296875,1.679790932,1.691845379,2.111291048,1.951910217,2.188522564,2.096764269,1.974373035,1.604070665,1.764353056,1.66964644,1.765600444,2.270868006,0.569472998,-1.067501044,-0.347744816,-1.210100584,1.753897841,0.857764949,0.95053928,0.537264421,-0.031548622,0.188417281,1.718240138,1.895154088,1.771349791,1.675698171,2.171698252,1.98866746,2.247253125,2.140997326,2.101170274,1.7310763,1.898873703,1.635123186,1.712208136,2.27920961,0.449495863,-0.99959732,-0.847447351,-1.715143215,1.733729659,0.778377596,0.811858791,0.335640788,-0.200956347,0.089168377,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4391,37.9925,-121.4516,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-9999.0,275.251,3,4,84,-9999.0,0.958988292,1.635734613,1.505058235,1.61165333,1.70434286,1.880216267,1.854459324,2.066787976,1.761007981,1.883833992,2.26095479,2.136771168,1.457427864,-0.911882596,-0.905893339,-1.177708952,-9999.0,2.008841241,1.877812713,0.883952591,0.660953073,0.541362072,-0.065345121,-9999.0,1.314276856,1.950636901,1.583081247,1.711996457,1.764184477,1.971449534,1.924953966,2.221100115,1.901189775,2.040438668,2.243413016,2.111588995,1.486983356,-0.900795165,-0.835025548,-1.444854312,-9999.0,1.993381269,1.788040697,0.737033077,0.463077175,0.35527156,-0.147768068,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4392,37.8984,-121.4508,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qa,4,-38.8539009,197.0,0,4,84,1.768226054,1.978607884,2.08793453,1.826382423,1.74974002,2.1248085,2.070746297,2.005349037,1.952521114,1.787268348,1.470037929,1.368999774,1.357596789,1.270857422,-0.82513077,-0.196981342,-1.006461855,-9999.0,0.879785621,0.745953214,1.224075072,0.906650411,0.393665242,-0.207726195,1.872942193,1.985949149,2.147108729,1.809251063,1.816734758,2.152743623,2.117269124,2.047300397,2.080424823,1.906783542,1.605369804,1.338099726,1.316682503,1.302361065,-0.797775181,-0.123017739,-1.216205169,-9999.0,0.874644636,0.677689123,1.100868363,0.730114348,0.219150534,-0.261663805,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qa,1,109
4393,38.8509,-120.0196,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-183.3789978,471.914,3,0,29,0.041465622,0.189012487,0.115296901,0.116861852,0.002132765,0.206095911,0.719033903,0.527954156,0.455213581,0.592551776,0.931072563,1.670560852,1.778583784,1.742481502,0.468461204,0.339674525,0.198018907,0.457786486,1.190714845,1.114121887,1.048500718,0.813355425,0.550061928,0.547192755,7.94e-05,-0.033365141,-0.122968312,-0.085930003,0.011963187,0.18797345,0.722661236,0.524248254,0.551337039,0.679024246,1.019894375,1.625700408,1.735152654,1.765840898,0.612382412,0.616830401,0.093095771,0.014663201,1.189235374,1.077490476,0.96808699,0.6804029,0.459421012,0.595117124,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
4394,37.61711,-118.95976,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-243.798996,565.0,0,0,29,-9999.0,-1.438368983,-1.596932409,-1.525982649,-1.1455236,-1.052101275,-0.584544391,-0.436893164,-0.344986604,-0.436718925,-0.51770544,-0.377650487,-0.462996788,-0.597045043,-0.475647389,-0.508967984,-0.371512425,-0.265825319,-1.086615148,-0.669703486,-0.594142832,-0.863583331,-0.629167831,-0.535717291,-9999.0,-1.40803449,-1.536517107,-1.53739409,-1.089949561,-1.044707568,-0.545369912,-0.404905124,-0.217334366,-0.317789611,-0.376271052,-0.389698492,-0.484503159,-0.526804979,-0.310204609,-0.234539353,-0.489644179,-0.737089379,-1.021810431,-0.667119242,-0.629458973,-0.956357834,-0.694559676,-0.475157057,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
4395,38.3491,-119.44,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-234.9120026,402.377,3,0,29,0.149157125,1.095317462,0.520407837,0.639495302,1.056780302,1.377457964,1.230073642,1.477196653,1.802629055,1.739325432,1.817112156,1.416092905,1.306469304,1.234937328,0.310796313,-0.053916287,-0.381365792,-0.455901038,1.079387724,0.88778912,0.776030208,0.789783004,0.585840686,0.553678609,0.074177534,0.813718243,0.462937469,0.574502028,1.081678338,1.381128752,1.264970149,1.503304906,1.917953791,1.853630936,1.949860756,1.390604938,1.278687438,1.299882123,0.462777954,0.212352336,-0.499608191,-0.927277156,1.134885891,0.886487587,0.730561491,0.687467795,0.507073607,0.601482339,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
4396,38.25789,-121.82518,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,Qao,4,-54.516201,386.616,3,4,86,1.331886258,1.625976927,1.633687207,1.935049137,1.737995082,1.871179108,1.83761677,1.737756303,1.682914579,1.634502894,1.581344797,1.543529517,1.169401561,0.991144488,-1.539416745,-2.212511411,-2.409916303,-1.328203318,0.790143093,0.330265733,0.32907211,-0.012985697,-0.860064705,-1.058547992,1.458783987,1.646824417,1.716697771,1.93291538,1.82011044,1.910208462,1.898219956,1.78987822,1.824620442,1.770979001,1.730315478,1.536736893,1.156315401,1.043980178,-1.476284332,-2.040408567,-2.563136157,-1.765912702,0.823573931,0.292830945,0.244420279,-0.167440253,-1.00606187,-1.091611296,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - Qao,1,110
4397,39.31418,-123.74511,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES N,Qao,0,10.1957998,438.861,5,0,74,0.052748271,-0.089984536,0.127874644,0.235430801,0.243622905,0.200797416,0.278935022,0.331487737,0.47690549,0.568168099,0.127554604,0.103040991,-0.063108416,0.147042032,0.000212671,-0.487705302,-0.62082638,-1.051109525,0.21733341,0.527004148,0.189236043,-0.31657452,-0.20175222,0.063452305,0.163309338,-0.06400217,0.216808766,0.22153201,0.347381227,0.245222271,0.331468717,0.381617198,0.628319888,0.709243774,0.285337367,0.08880331,-0.091062223,0.181897333,-0.070424486,-0.445865994,-0.948064018,-1.740489833,0.218503458,0.448562774,0.030918133,-0.556070441,-0.433238982,-0.061008416,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES N,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES N - Qao,1,100
