station_id,station_latitude,station_longitude,dataRegion,Division,Province,Section,GeoUnit,basin_label_vec,bouguer,vs30,vs30_code_id,basin_label,regional_label_v3,vs_F0_100,vs_F0_126,vs_F0_158,vs_F0_200,vs_F0_251,vs_F0_316,vs_F0_398,vs_F0_501,vs_F0_631,vs_F0_794,vs_F1_000,vs_F1_259,vs_F1_585,vs_F1_995,vs_F10_000,vs_F12_589,vs_F15_849,vs_F19_953,vs_F2_512,vs_F3_162,vs_F3_981,vs_F5_012,vs_F6_310,vs_F7_943,rg_F0_100,rg_F0_126,rg_F0_158,rg_F0_200,rg_F0_251,rg_F0_316,rg_F0_398,rg_F0_501,rg_F0_631,rg_F0_794,rg_F1_000,rg_F1_259,rg_F1_585,rg_F1_995,rg_F10_000,rg_F12_589,rg_F15_849,rg_F19_953,rg_F2_512,rg_F3_162,rg_F3_981,rg_F5_012,rg_F6_310,rg_F7_943,physio_name,LargeGroup,region_name,region_level,region_id
2,35.16,-119.34,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA TROUGH,QTs,3,-89.0546036,485.94,3,1,85,-9999.0,0.840783193,0.036738702,0.280045408,0.505934685,0.97241789,0.623622979,0.777411436,0.321364877,0.399953401,0.666777913,0.659835933,0.377090096,0.517360023,-0.444102225,-9999.0,-9999.0,-9999.0,0.617935596,0.651860052,0.346508298,0.579745624,0.051285021,-0.175308092,-9999.0,0.674545686,-0.030685741,0.130071673,0.484289308,0.877768305,0.59205659,0.780103028,0.446362521,0.508753132,0.742978139,0.635687628,0.312003668,0.439856263,-0.373213604,-9999.0,-9999.0,-9999.0,0.543638278,0.501154596,0.191237232,0.341234944,-0.117058775,-0.227017424,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH,Quaternary and Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA TROUGH - QTs,1,108
3,33.801,-118.387,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,LOS ANGELES RANGES,Qao,0,-10.3578997,280.6,0,1,103,-9999.0,-9999.0,-9999.0,-9999.0,1.531356175,1.429405413,1.088567088,0.544518228,1.75659402,1.530310846,1.411001557,1.347444521,1.025031609,1.035581901,-0.417209748,-0.800316506,-0.999691694,-9999.0,0.935931868,0.87757943,0.349511779,0.404497832,0.028458768,-0.249483003,-9999.0,-9999.0,-9999.0,-9999.0,1.261997657,1.192573888,0.932614559,0.462977889,1.699594739,1.535474639,1.465001282,1.229617576,0.901775033,1.0299577,-0.055396401,-0.310907109,-0.918894135,-9999.0,0.97892559,0.856915804,0.35825235,0.35384505,0.073942246,-0.005992869,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-LOS ANGELES RANGES,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-LOS ANGELES RANGES - Qao,1,125
4,37.62,-118.82,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-255.2079926,371.092,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,1.06708306,1.292242385,1.134434649,0.888271673,1.3812657,1.34583937,1.237201181,0.934591612,1.236879799,1.113138555,-0.515790203,-0.651611185,-0.687896015,0.002469998,1.005266337,1.01176488,0.713676962,0.375255416,0.336842248,-0.089861418,-9999.0,-9999.0,-9999.0,-9999.0,0.793484188,0.964586961,0.871662008,0.695429906,1.313402295,1.279419747,1.224990729,0.761436506,1.067045091,1.017267399,-0.27888221,-0.262933787,-0.639481304,-0.34319201,0.90805131,0.890277233,0.585561263,0.227433184,0.268885852,-0.005146103,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
5,36.0109,-120.253,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,QTs,0,-60.8166008,418.594,3,0,73,-9999.0,-9999.0,-9999.0,0.650401601,1.05619696,0.922775944,0.669745441,1.258659999,1.319658277,1.361711709,1.31224481,1.345717781,1.277196761,1.220433965,0.06023755,-0.252146649,-0.620214921,-0.834394693,0.877084517,0.739170978,0.47329452,0.586426095,0.175364621,0.206651465,-9999.0,-9999.0,-9999.0,0.740273209,1.245167947,1.151618223,0.986312443,1.526548422,1.635683361,1.706206544,1.718585358,1.577724965,1.480874536,1.462021822,9.22e-05,-0.148301475,-0.804484562,-1.315791844,1.118645386,0.85640216,0.485325446,0.413352321,-0.000975106,0.141598795,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Quaternary and Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - QTs,1,81
6,36.2108,-120.263,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,QTs,2,-66.7778015,510.358,3,2,73,-9999.0,-9999.0,-9999.0,-9999.0,-0.062080317,0.102418312,0.269562162,0.539868545,0.637993928,0.805007233,0.903720049,0.78624167,0.699708333,0.507869352,0.377831522,-0.343874352,-0.644320324,-0.195550792,0.439107375,0.477768498,0.091574478,0.0738311,0.056704472,0.013949163,-9999.0,-9999.0,-9999.0,-9999.0,0.7056587,0.757200557,0.92910794,1.163624176,1.282376151,1.430770985,1.510039146,1.191501886,1.057310034,0.908018316,0.287200075,-0.223405549,-0.838859772,-0.706924968,0.814329073,0.679400148,0.186134049,0.0216255,-0.083557071,-0.039630316,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Quaternary and Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - QTs,1,81
8,36.2367,-120.381,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,plTs,1,-57.4776001,434.881,3,1,71,-9999.0,0.435402501,0.750758935,0.870149929,1.055820034,0.854970333,0.916305554,0.952872872,0.96986008,1.131747111,0.981925475,0.887330675,0.403219177,0.14153391,0.307368984,0.467874328,1.26121601,0.531643307,-0.112729952,0.793794872,0.891081459,0.535565628,0.499170963,0.272701128,-9999.0,0.548842173,0.828387803,0.834675771,1.172597974,1.058253558,1.186413404,1.176508647,1.287658356,1.517613494,1.365154567,1.082810696,0.64789789,0.390284328,0.49834864,0.798927271,1.25542133,0.248959071,0.190802559,0.944657393,0.999365768,0.549633402,0.529127743,0.419796365,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - plTs,1,92
9,36.3075,-120.251,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,Qa,3,-66.5365982,270.41,0,3,72,-9999.0,-9999.0,-9999.0,1.053972742,1.238530796,1.304924902,1.352282323,1.376307093,1.629560867,1.343904722,1.331236003,1.301437445,1.414514034,1.506833438,-0.006856339,0.085602811,-0.282874606,-0.814677622,0.763406625,1.006529912,0.529722391,0.6463466,0.409842547,-0.245718749,-9999.0,-9999.0,-9999.0,1.165150464,1.464518594,1.537420015,1.661724135,1.645608049,1.943530616,1.652157755,1.652608216,1.425869246,1.543778575,1.678439853,-0.019389583,0.218227104,-0.451736117,-1.213228743,0.922912577,1.069315266,0.534784899,0.48382054,0.201155807,-0.301290231,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - Qa,1,82
10,36.1657,-120.309,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,Qa,2,-64.4542999,246.51,0,2,72,-9999.0,0.900315136,0.993438162,1.10313195,0.856147493,1.243535315,1.149105484,1.507138125,1.485497828,1.281901888,1.308780383,1.480034801,1.371175172,1.584888207,-0.301746631,-0.735665101,-0.353213687,-0.866009885,1.427313562,0.968008836,0.401111392,0.032258657,-0.009276822,-0.164109997,-9999.0,0.899572768,1.073990186,1.089167358,1.086893858,1.416922005,1.406777672,1.699355841,1.7643845,1.583454121,1.61927719,1.596637109,1.48079665,1.676695618,-0.307168204,-0.617906975,-0.502990218,-1.316288822,1.473082828,0.954126439,0.35356957,-0.162785568,-0.246522211,-0.264273833,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - Qa,1,82
11,36.2108,-120.313,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,plTs,0,-62.5708008,443.766,3,0,71,0.326245208,0.560347624,0.557697665,0.794645467,0.783050843,1.110592971,0.988524327,0.93559318,0.923110704,0.966739792,0.815717987,0.82789227,0.862159295,0.967329717,0.012820288,-0.680822909,-0.966015568,-0.918040758,0.814370254,0.698236428,0.1687905,0.294605006,0.309757411,0.047816823,0.453746822,0.649526204,0.606239099,0.710525301,0.861185906,1.230495612,1.20098109,1.131765146,1.209234834,1.317117496,1.228474031,1.043554322,1.11277138,1.201403082,0.208093954,-0.314706461,-0.890711066,-1.132929228,1.072445543,0.870029554,0.329332716,0.306606357,0.342106924,0.185706388,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - plTs,1,92
12,36.1447,-120.171,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,Qa,2,-73.4586029,288.682,3,2,72,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.344616047,0.239833742,0.344662344,0.593734342,0.578508816,0.516540579,0.155689276,-0.171992044,-0.456452977,-0.72598408,-0.989160065,0.282658726,0.378024781,0.255325418,-0.135899866,0.245350603,0.066366223,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.693060559,0.72647888,0.799804908,1.002270323,0.802821541,0.675613176,0.353908801,-0.189492086,-0.340092763,-0.894993447,-1.446559258,0.444243485,0.408551168,0.260496062,-0.251060045,0.031517538,-0.018534746,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - Qa,1,82
14,37.047,-121.984,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,plTs,1,9.8172503,473.23,3,1,71,-9999.0,-0.069676568,-0.344133524,-0.305226578,-0.048749992,0.427606092,0.531225042,0.004207234,-0.003404881,1.005631112,0.528378359,0.943723069,1.059499577,1.142633543,0.487179049,0.478536894,0.490544803,0.406722578,0.931120993,0.886111309,0.696249133,0.288419605,0.694342003,0.704666313,-9999.0,0.342354275,0.182769513,-0.063974625,0.142200071,0.567923044,0.724350586,0.186668751,0.31671969,1.283668393,0.814593852,1.00606863,1.154055976,1.251169151,0.611296993,0.680316919,0.388661516,0.012540985,1.040854364,0.947011742,0.739869239,0.235644692,0.661836343,0.754049469,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - plTs,1,92
15,36.972,-121.995,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,plTs,2,15.7628002,441.481,3,2,71,0.04585961,0.03199246,-0.257160158,-0.021202971,0.34575188,0.646199456,0.23751909,0.079808363,0.80889839,0.96995336,1.056793366,1.21438625,0.495454655,0.365049726,1.198594608,0.836040283,0.954346596,1.061250286,0.317295134,0.757814895,0.871955971,0.913576008,0.953961686,1.218530922,0.463103851,0.595207971,0.504991611,0.341132697,0.615309913,0.906402753,0.610154084,0.452015352,1.149140588,1.344567855,1.413340339,1.377348343,0.679000676,0.582456267,1.254959767,1.004636101,0.817436748,0.635448162,0.471304788,0.803002396,0.924191445,0.832893983,0.912607518,1.254208736,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,Tertiary rocks,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - plTs,1,92
17,37.172,-122.01,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,CALIFORNIA COAST RANGES,oTs,0,6.01337,345.0,0,0,70,-9999.0,0.004369329,0.369243083,0.964610952,1.196851019,1.478865682,1.52953194,1.414205624,1.551968931,1.033433995,1.059785722,1.471899179,1.638867804,1.13389166,0.256536708,0.020279958,-0.034634692,-0.047150321,0.980363259,0.850806823,0.56311668,0.181324934,0.485593767,0.135665773,-9999.0,-0.411421731,0.25306846,0.685395439,1.125249302,1.354029163,1.356932002,1.216186735,1.454359099,1.110962333,1.179203106,1.472078153,1.679298393,1.274530416,0.492056132,0.278662137,-0.248605568,-0.626534699,1.028062413,0.926698518,0.653419067,0.289604362,0.445217112,0.277228921,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES,UnknownLargeGroup,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-CALIFORNIA COAST RANGES - oTs,1,90
25,34.568,-116.612,conterminousUS,INTERMONTANE PLATEAUS,BASIN AND RANGE,SONORAN DESERT,MZgr,1,-120.5859985,1369.0,1,1,20,-9999.0,0.467119083,0.487115517,0.559350618,0.671952559,0.751627309,-0.286382981,-0.139171577,0.523823449,0.342359029,0.104712148,0.111803363,-0.174106486,-0.1374666,0.313980709,0.443949311,0.511865943,0.795933241,-0.062940718,-0.190637745,-0.220825814,-0.057081712,0.154223379,-0.058162497,-9999.0,0.656387006,0.824469865,0.802056698,0.931447777,0.980827564,-0.062025874,0.031181155,0.771593501,0.645771452,0.338116288,0.161196645,-0.151463463,-0.015994127,0.537230976,0.783852278,0.506364066,0.412945174,0.067640177,-0.077883245,-0.167953034,-0.069355521,0.131821347,0.050656236,INTERMONTANE PLATEAUS-BASIN AND RANGE-SONORAN DESERT,Mesozoic rocks,INTERMONTANE PLATEAUS-BASIN AND RANGE-SONORAN DESERT - MZgr,1,22
35,37.679,-118.813,conterminousUS,INTERMONTANE PLATEAUS,BASIN AND RANGE,GREAT BASIN,Qa,0,-265.2099915,375.145,3,1,7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.110474523,1.353860146,1.429501043,1.402908612,1.233571226,1.154282025,0.711756585,-0.113310224,-0.649503725,-0.41266107,-9999.0,0.601324369,0.267575109,0.076929635,0.23611952,0.10258439,0.13827615,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.955428323,1.315858252,1.406717515,1.387749457,1.073407683,0.981973507,0.658208216,0.159657214,-0.260377278,-0.362080146,-9999.0,0.492434179,0.165167873,-0.045181417,0.092942601,0.055951091,0.227128249,INTERMONTANE PLATEAUS-BASIN AND RANGE-GREAT BASIN,"Quaternary units, undifferentiated",INTERMONTANE PLATEAUS-BASIN AND RANGE-GREAT BASIN - Qa,1,7
36,37.568,-118.752,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-232.1750031,409.579,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,0.717322718,0.594248137,0.745699892,0.742849417,0.733082852,0.765989614,0.185216703,0.276027281,0.042432702,0.228003333,-0.689753801,-1.347700929,-1.742731619,-9999.0,0.103398814,-0.528527166,-0.248761835,-0.664561385,-1.049161543,-0.815676357,-9999.0,-9999.0,-9999.0,-9999.0,0.538617842,0.390541139,0.57240386,0.613913251,0.738751289,0.756910949,0.211616721,0.142616622,-0.068771541,0.204659413,-0.444415726,-0.951894946,-1.689120395,-9999.0,0.042815725,-0.609116892,-0.350114171,-0.763972896,-1.059858466,-0.706221468,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
37,37.639,-118.863,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-255.8220062,337.863,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.490996529,1.71975583,1.101614839,1.289005714,1.305421108,0.881455569,0.93379473,1.147200298,-0.208968141,-0.632469467,-1.27994247,-9999.0,1.051863455,0.793009759,0.700419017,0.488391571,0.267854643,-0.057516726,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.160617841,1.40546752,1.00418805,1.202006315,1.251863682,0.683372542,0.765342405,1.068011842,-0.003031588,-0.239260924,-1.247857428,-9999.0,0.94982677,0.674591768,0.58220193,0.347235277,0.191074848,0.01714146,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
38,37.586,-118.781,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-232.4629974,392.849,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.443165762,1.044002065,1.052758311,0.800381734,0.498865232,0.321899395,0.675788283,0.511986075,0.615529864,0.699437944,0.540399844,-0.017745222,0.154826564,0.316331327,0.427733531,0.419363785,0.838725782,0.957508668,1.066941136,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.216170611,0.807194134,0.869972734,0.787526714,0.477004802,0.356428879,0.54306243,0.407216531,0.567272689,0.883845323,0.880758822,-0.013969101,-0.221842844,0.256044257,0.339795348,0.313787918,0.679853396,0.840450634,1.115385792,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
39,37.595,-118.85,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-244.9279938,491.712,3,0,29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.663023149,0.691375579,0.904924403,0.307339958,-0.216324421,-0.221910877,-0.563683116,-0.879582158,-0.080505268,-0.045411804,0.199839878,0.190660458,0.213902225,-0.507048269,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.608258411,0.564289005,0.828260719,0.282013782,0.038359344,0.261065163,-0.47623924,-1.041751253,-0.151808072,-0.111036884,0.093055103,0.06926643,0.186386537,-0.361268609,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
40,37.679,-118.825,conterminousUS,INTERMONTANE PLATEAUS,BASIN AND RANGE,GREAT BASIN,Qa,0,-265.2099915,381.065,3,0,7,-9999.0,-9999.0,-9999.0,0.684258408,0.613573873,0.996250044,0.924445236,0.868130468,1.128590125,0.48111934,0.981162428,0.761501981,0.996795553,0.74510314,0.290823692,0.257474889,0.448298196,-0.176712355,0.986687617,1.252539523,0.815432587,0.711768803,0.377089109,0.173657057,-9999.0,-9999.0,-9999.0,0.483866402,0.475943787,0.768558011,0.737134038,0.693661131,1.071047953,0.501444007,0.990166188,0.6294632,0.885066812,0.712773963,0.536384651,0.593242638,0.43374461,-0.512673921,0.887788336,1.122046611,0.660148969,0.54139034,0.295096593,0.264225998,INTERMONTANE PLATEAUS-BASIN AND RANGE-GREAT BASIN,"Quaternary units, undifferentiated",INTERMONTANE PLATEAUS-BASIN AND RANGE-GREAT BASIN - Qa,1,7
41,37.59,-118.853,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-244.9279938,491.712,3,0,29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.111854966,0.787471662,0.815368859,0.759546752,0.74952016,0.468909967,0.746309822,0.703800753,0.492578279,0.840825001,0.258944062,0.16482341,0.830691734,0.544755233,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.075344391,0.641999535,0.693019099,0.722337059,0.962529622,0.892675274,0.794160948,0.407709255,0.403656561,0.766059413,0.142881084,0.052627924,0.755865171,0.62791668,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
42,37.614,-118.83,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-242.8289948,389.495,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,0.571262178,0.755570071,0.751546049,0.784998507,1.121175542,1.085111406,1.407494222,1.14079261,0.703863571,0.996321616,0.53234641,0.443535902,-0.045941061,-0.537209187,0.525255095,0.584956199,0.390002182,0.279509452,0.544365593,0.296138402,-9999.0,-9999.0,-9999.0,-9999.0,0.378720802,0.541298453,0.577346815,0.656830109,1.130785891,1.065847201,1.404917499,0.992265866,0.59724484,0.958897623,0.721176491,0.787423374,-0.056870012,-0.884622774,0.440678066,0.494941505,0.305117309,0.165737709,0.4856279,0.350788507,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
43,37.642,-118.85,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qa,0,-255.8220062,367.573,3,0,28,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.382522454,0.575757355,0.596238798,1.050779459,0.211382037,1.05014926,0.106723634,0.049079155,0.106989761,0.3234541,0.451787204,0.591707621,-0.425879903,0.421697246,0.309307787,0.151251308,0.399199915,0.43835422,0.348171072,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.162852492,0.428240309,0.407564926,0.950602842,0.192394927,1.008451601,-0.0486076,-0.097437926,0.05766412,0.531232773,0.815039049,0.588495614,-0.680246261,0.300670292,0.183636046,0.034529898,0.259003813,0.339306038,0.392159302,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qa,1,56
44,37.561,-118.787,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,Qg,0,-232.4629974,442.437,3,0,29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.079273461,0.011556815,0.157377079,0.50301148,0.49931506,0.755369465,0.683104684,-0.214396186,-0.304219307,-0.19812256,-0.17872799,0.612391344,0.850209317,0.383207533,0.317312997,0.196317598,0.380685238,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.122341554,-0.139534463,0.062851313,0.399448784,0.329884152,0.583710937,0.587116778,0.036869923,0.188578989,-0.070992759,-0.412017439,0.457060304,0.745654403,0.254535494,0.189383193,0.153105038,0.466847729,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - Qg,1,57
45,37.554,-118.798,conterminousUS,PACIFIC MOUNTAIN SYSTEM,CASCADE-SIERRA MOUNTAINS,SIERRA NEVADA,PZms,0,-227.8529968,523.56,3,0,35,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.984807678,1.015931806,0.984981975,0.534746736,0.856880315,0.92530398,-9999.0,0.800602033,0.509211882,0.814017762,0.398050656,0.166411032,0.601520322,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.799992499,0.853209521,0.854863311,0.753598328,1.301305304,0.889312975,-9999.0,0.727825424,0.428824586,0.773726959,0.305651124,0.124828668,0.640479585,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA,Undifferentiated Paleozoic rocks,PACIFIC MOUNTAIN SYSTEM-CASCADE-SIERRA MOUNTAINS-SIERRA NEVADA - PZms,1,53
60,34.311,-118.49,conterminousUS,PACIFIC MOUNTAIN SYSTEM,PACIFIC BORDER,LOS ANGELES RANGES,Qa,1,-88.2301025,251.24,0,1,101,-9999.0,-9999.0,-9999.0,-9999.0,1.253128441,1.977127193,1.916403888,1.911047003,2.164186327,1.760609271,1.646673382,2.038508428,1.497203822,1.012934937,-0.192737127,-0.054979181,-0.560578622,-0.410981702,1.332424439,0.708343222,0.775241164,0.602207791,0.356660843,0.364141007,-9999.0,-9999.0,-9999.0,-9999.0,1.135475709,1.743933672,1.784838504,1.777823333,2.077527622,1.774625343,1.774145017,2.050549336,1.555290616,1.279604298,0.381631235,0.512800297,-0.576954321,-0.809156679,1.626993264,0.981305086,1.06086987,0.855370481,0.627555052,0.817441685,PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-LOS ANGELES RANGES,"Quaternary units, undifferentiated",PACIFIC MOUNTAIN SYSTEM-PACIFIC BORDER-LOS ANGELES RANGES - Qa,1,124
